TID,EngTitle,EngPurpose,LocalTitle,LocalPurpose,Type,Value,Value2,Count,RemoveItem,WorldTID,MapXYZ
12121,QMT_Title_000584,QMT_Purpose_000584,杀死另一个部落的勇士,卡伦族战士援助,1,2511,0,9,0,2000,2353.31|4171.31|122.76
12122,QMT_Title_000585,QMT_Purpose_000585,卡伦猎人杀死在被占领土其他战队,卡伦族猎人援助,1,2512,0,7,0,2000,2353.31|4171.31|122.76
12123,QMT_Title_000586,QMT_Purpose_000586,卡伦一族巫师援助被占领土,卡伦族巫师援助,1,2513,0,9,0,2000,2353.31|4171.31|122.76
12131,QMT_Title_000587,QMT_Purpose_000587,被遗忘的村庄阵亡者在被占领土,拾取阵亡者编号牌,3,20617,0,8,1,2000,2236.46|4166.96|121.26
12142,QMT_Title_000588,QMT_Purpose_000588,在被占领土的族长凯内尔援助,凯内尔援助,1,2514,0,1,0,2000,2271.98|4240.02|117.98
12143,QMT_Title_000589,QMT_Purpose_000589,幸存者护航,幸存者护航,5,23861,0,1,0,2000,2403.09|4163.98|125.88
12151,QMT_Title_000590,QMT_Purpose_000590,卢卡斯和对话阵容,卢卡斯和谈话,2,3007,0,1,0,2000,2400.63|4351.74|155.03
12152,QMT_Title_000591,QMT_Purpose_000591,从约旦河滚动皋另一个利用信息收集,利用收集的信息卷轴,4,20618,0,1,1,2000,2174.76|4248.09|127.31
12161,QMT_Title_000592,QMT_Purpose_000592,草药在苔客房山,莫斯罗姆药草,3,20619,0,8,1,2000,2448.74|4110.93|111.53
12162,QMT_Title_000593,QMT_Purpose_000593,苔山间客房矛斯伦幼虫援助,矛斯伦游生援助,1,2524,0,15,0,2000,2448.74|4110.93|111.53
12163,QMT_Title_000594,QMT_Purpose_000594,南部丘陵援助另一个战队,幼小卡伦一族援助,1,2526,0,15,0,2000,2472.80|4052.99|91.21
12171,QMT_Title_000595,QMT_Purpose_000595,在莫斯间营地运送到凯雷恩其他用品,交付给凯雷恩其他用品,7,20620,0,1,1,2000,2437.81|3910.71|80.16
12181,QMT_Title_000596,QMT_Purpose_000596,使用中在莱恩·莫斯室孵化场,使用凯雷恩箱子,4,20621,0,1,1,2000,2518.25|3977.83|77.22
12184,QMT_Title_000597,QMT_Purpose_000597,在苔客房孵化卵的破坏,矛斯伦之眼销毁,1,2525,0,15,0,2000,2518.25|3977.83|77.22
12182,QMT_Title_000598,QMT_Purpose_000598,莫斯房眼泪聚集在难民营中罗托鲁瓦北部,收集卢亚的眼泪,3,20622,0,8,1,2000,2486.85|4030.22|89.08
12183,QMT_Title_000599,QMT_Purpose_000599,使用凯雷恩香炉在青苔山间,使用香炉,4,20623,0,1,1,2000,2387.37|3970.89|82.96
12185,QMT_Title_000600,QMT_Purpose_000600,苔室基督城室山,矛斯伦,1,2521,0,15,0,2000,2370.45|4021.83|90.12
12186,QMT_Title_000601,QMT_Purpose_000601,猎人杀死在苔客房山,矛斯伦哏特,1,2522,0,15,0,2000,2370.45|4021.83|90.12
12191,QMT_Title_000602,QMT_Purpose_000602,莫斯房基弗援助的矛斯伦门卫在莫斯室山,矛斯伦门卫,1,2523,0,1,0,2000,2345.59|3931.29|93.99
12201,QMT_Title_000603,QMT_Purpose_000603,捡矛斯伦苔客房,矛斯伦皮合集,3,20624,0,15,1,2000,2370.45|4021.83|90.12
12202,QMT_Title_000604,QMT_Purpose_000604,援助矛斯伦哏特的翅膀收集苔客房,矛斯伦翅膀集合,3,20625,0,15,1,2000,2370.45|4021.83|90.12
12212,QMT_Title_000605,QMT_Purpose_000605,使用召唤石在空地下来玛丽安营,使用玛丽安的召唤席位,4,20627,0,1,1,2000,2419.38|3860.19|67.30
12213,QMT_Title_000606,QMT_Purpose_000606,收集岩石碎片从贝罗德岩魔,收集岩石碎片,3,20628,0,15,1,2000,2349.84|3793.09|57.24
12214,QMT_Title_000607,QMT_Purpose_000607,魔力石从三大矿山伯尔尼哈特收集,伯尔尼哈特魔力石,3,20630,0,8,1,2000,2402.57|3804.44|54.29
12221,QMT_Title_000608,QMT_Purpose_000608,以弗所教会路的贝罗德岩魔,以弗所教堂路的岩石傀儡,1,2531,0,15,0,2000,2349.84|3793.09|57.24
12222,QMT_Title_000609,QMT_Purpose_000609,干掉岩魔克雷伊盾,岩魔克雷伊盾,1,2532,0,1,0,2000,2428.94|3751.77|57.11
12225,QMT_Title_000610,QMT_Purpose_000610,灵魂猎人伯恩哈德援助矿,杀死灵魂猎人,1,2533,0,15,0,2000,2349.84|3793.09|57.24
12226,QMT_Title_000611,QMT_Purpose_000611,援助在庞大的猎人灵魂伯恩哈德·雷,巨大灵魂猎人的援助,1,2534,0,1,0,2000,2365.55|3695.22|54.46
12234,QMT_Title_000612,QMT_Purpose_000612,贝卢德岩石古雷姆之核采集到石魔像傀儡,贝罗德岩魔之核集合,3,20632,0,15,1,2000,2349.84|3793.09|57.24
12233,QMT_Title_000613,QMT_Purpose_000613,使用召唤石在空地下来不来梅的训练营,使用不来梅传唤席,4,20634,0,1,1,2000,2419.38|3860.19|67.30
12241,QMT_Title_000614,QMT_Purpose_000614,在伯尔尼对话和露西艾拉营,露埃拉和对话,2,3024,0,1,1,2000,2218.11|3786.13|69.55
12251,QMT_Title_000615,QMT_Purpose_000615,圣水用在尸体堆在废墟的地方,使用露西埃拉圣水,4,20636,0,1,1,2000,2144.03|3934.93|69.59
12255,QMT_Title_000616,QMT_Purpose_000616,露西艾拉召见净化基督城居民,召见净化基督城居民,1,350213,0,3,0,2000,2144.03|3934.93|69.59
12252,QMT_Title_000617,QMT_Purpose_000617,内尔回收肉体死亡的动物在村里斯特恩,回收动物尸体的肉,3,20635,0,8,1,2000,2174.28|3878.27|65.49
12253,QMT_Title_000618,QMT_Purpose_000618,在特恩斯特恩的教堂的遗迹居民,奈泰伦住民,1,2541,0,10,0,2000,2204.33|3879.05|66.32
12256,QMT_Title_000619,QMT_Purpose_000619,援助的扭曲奈泰伦住民在特恩的废墟,援助净化扭曲奈泰伦住民,1,2542,0,12,0,2000,2204.33|3879.05|66.32
12254,QMT_Title_000620,QMT_Purpose_000620,使用光球在废墟东北布什内尔斯特恩,使用光珠,4,20637,0,1,1,2000,2170.22|3970.99|70.93
12261,QMT_Title_000621,QMT_Purpose_000621,黑项链从奈泰伦住民回收,黑色项链收集,3,20640,0,19,1,2000,2204.33|3879.05|66.32
12262,QMT_Title_000622,QMT_Purpose_000622,的品种露埃拉送箱,新娘盒交付,7,20639,0,1,1,2000,2218.11|3786.13|69.55
12263,QMT_Title_000623,QMT_Purpose_000623,聊天与新娘在伯尔尼营,新娘和对话,2,3025,0,1,0,2000,2228.26|3798.77|67.10
12264,QMT_Title_000624,QMT_Purpose_000624,从倒下的废墟救助堕落的阿泰伦,堕落的阿泰伦,1,2544,0,1,0,2000,2131.69|3991.79|68.12
12266,QMT_Title_000625,QMT_Purpose_000625,从倒下的废墟援助堕落的克里斯汀,堕落的克里斯汀,1,2545,0,1,0,2000,2131.69|3991.79|68.12
12267,QMT_Title_000626,QMT_Purpose_000626,从倒下的废墟援助堕落的艾伊兰,堕落的艾伊兰,1,2546,0,1,0,2000,2131.69|3991.79|68.12
12265,QMT_Title_000627,QMT_Purpose_000627,干掉堕落指挥者格雷高力,堕落指挥者格雷高力,1,2543,0,1,0,2000,2186.78|4020.91|74.03
12271,QMT_Title_000628,QMT_Purpose_000628,从堕落的树木精灵收回黑色的项链,黑色项链集合,3,20640,0,15,1,2000,2189.17|3812.99|63.97
12272,QMT_Title_000629,QMT_Purpose_000629,与亚洲的阵营贝隆特拉帕尼对话,特拉帕尼亚洲和谈话,2,3026,0,1,0,2000,2214.44|3790.40|69.05
12278,QMT_Title_000630,QMT_Purpose_000630,利亚纳在对话的废墟入口和,利亚纳和对话,2,3029,0,1,0,2000,2129.99|3734.17|71.36
12273,QMT_Title_000631,QMT_Purpose_000631,堕落的树木精灵杀死在废墟,杀死堕落的树木精灵,1,2551,0,15,0,2000,2143.27|3730.14|71.24
12274,QMT_Title_000632,QMT_Purpose_000632,堕落的守护者洛斯提雅援助,援助净化堕落的守护者,1,2552,0,1,0,2000,2123.41|3663.26|74.9
12276,QMT_Title_000633,QMT_Purpose_000633,从洛斯提雅的遗址采集的种子,收集在洛斯提雅的种子,3,20641,0,1,1,2000,2123.41|3663.26|74.9
12275,QMT_Title_000634,QMT_Purpose_000634,摧毁该诅咒的树条目中的废墟,摧毁受诅咒的树,1,2553,0,10,0,2000,2143.27|3730.14|71.24
12277,QMT_Title_000635,QMT_Purpose_000635,召唤恶魔诅咒援助净化,被诅咒的恶魔援助净化,1,350214,0,10,0,2000,2143.27|3730.14|71.24
12281,QMT_Title_000636,QMT_Purpose_000636,从堕落的树木精灵采集灵树种子在入口的废墟,收集树精灵种子,3,20642,0,15,1,2000,2143.27|3730.14|71.24
12282,QMT_Title_000637,QMT_Purpose_000637,从入门的废墟收集朦胧的花朵,采摘水雾花,3,20643,0,8,1,2000,2156.24|3732.35|71.55
12283,QMT_Title_000638,QMT_Purpose_000638,在空地使用,使用净化石,4,20644,0,1,1,2000,2123.17|3724.26|71.36
12291,QMT_Title_000639,QMT_Purpose_000639,在伯尔尼村干掉暗黑军队斧头兵,干掉斧头兵,1,2561,0,15,0,2000,2305.68|3677.48|64.04
12294,QMT_Title_000640,QMT_Purpose_000640,暗黑军队弓箭手援助在伯尔尼村,干掉弓箭手,1,2562,0,12,0,2000,2305.68|3677.48|64.04
12292,QMT_Title_000641,QMT_Purpose_000641,标志在伯尔尼城市广场,标志插旗被遗忘的小镇,4,20645,0,1,1,2000,2316.37|3657.21|64.38
12293,QMT_Title_000642,QMT_Purpose_000642,指挥官阵亡伯尔尼镇东克劳利内斯,克劳利内斯援助,1,2564,0,1,0,2000,2422.51|3643.55|60.91
12301,QMT_Title_000643,QMT_Purpose_000643,摧毁暗黑军队补给箱在伯尔尼,摧毁补给箱,1,2554,0,5,0,2000,2305.68|3677.48|64.04
12302,QMT_Title_000644,QMT_Purpose_000644,从黑帐篷部队粮食布袋收回食物,获得部队粮食,3,20646,0,8,1,2000,2305.68|3677.48|64.04
12311,QMT_Title_000645,QMT_Purpose_000645,在伯尔尼的东部城镇敌指挥所的作战计划书,拾取文件箱,3,20647,0,1,1,2000,2422.51|3643.55|60.91
12321,QMT_Title_000646,QMT_Purpose_000646,连镇的镇长ransel尼斯和对话,尼斯甚至对话,2,3041,0,1,0,2000,2177.63|3546.08|45.71
12322,QMT_Title_000647,QMT_Purpose_000647,痛苦之中的死者的援助从村遭受遗址前,痛苦死去的死者,1,2573,0,17,0,2000,2176.40|3475.72|41.12
12331,QMT_Title_000648,QMT_Purpose_000648,搜索在一块空地前幸存的牲畜村,小牛搜索,2,3051,0,1,0,2000,2202.31|3370.09|48.43
12332,QMT_Title_000649,QMT_Purpose_000649,Ransel护送镇小牛,小牛保驾护航,5,20794,0,1,0,2000,2171.95|3520.46|44.72
12341,QMT_Title_000650,QMT_Purpose_000650,收集在村庄的废墟前干草旅行车,干草采集,3,20718,0,8,1,2000,2182.25|3345.33|48.25
12351,QMT_Title_000651,QMT_Purpose_000651,食采于粮食的麻袋村的废墟前,粮食收购,3,20719,0,8,1,2000,2206.97|3337.83|48.86
12361,QMT_Title_000652,QMT_Purpose_000652,拉斐尔镇拉ransel报告交付,拉斐尔打电话报告交付,7,20648,0,1,1,2000,2185.01|3547.42|45.70
12362,QMT_Title_000653,QMT_Purpose_000653,火焰飞跃一堆尸体的用途,使用火焰秘药,4,20649,0,1,1,2000,2151.00|3488.24|41.82
12363,QMT_Title_000654,QMT_Purpose_000654,利用聚集在一块空地前在村里书信息,利用收集到的资料书,4,20722,0,1,1,2000,2200.31|3448.78|42.97
12371,QMT_Title_000655,QMT_Purpose_000655,净化山镇南杯的宪兵,宪兵的援助,1,2574,0,17,0,2000,2212.73|3346.20|48.77
12381,QMT_Title_000656,QMT_Purpose_000656,尼斯谈话即使是市长,尼斯甚至对话,2,3041,0,1,0,2000,2177.63|3546.08|45.71
12391,QMT_Title_000657,QMT_Purpose_000657,净化山镇南杯的宪兵,宪兵的援助,1,2574,0,17,0,2000,2212.73|3346.20|48.77
12393,QMT_Title_000658,QMT_Purpose_000658,小山在村南的援助虚弱的宪兵,处理虚弱的宪兵,1,2571,0,17,0,2000,2169.63|3366.96|46.19
12394,QMT_Title_000659,QMT_Purpose_000659,痛苦之中的死者的援助从村遭受遗址前,痛苦死去的死者,1,2573,0,17,0,2000,2176.40|3475.72|41.12
12392,QMT_Title_000660,QMT_Purpose_000660,斩杀者列凯勒特留山在村南,报复列凯勒特,1,2572,0,1,0,2000,2176.49|3295.77|53.69
12401,QMT_Title_000661,QMT_Purpose_000661,援助虚弱的宪兵，并获得混沌雕塑,收集混沌雕塑,3,20651,0,17,1,2000,2169.63|3366.96|46.19
12406,QMT_Title_000662,QMT_Purpose_000662,宪兵的净化和收购混沌弹珠,收购混沌弹珠,3,20650,0,17,1,2000,2212.73|3346.20|48.77
12402,QMT_Title_000663,QMT_Purpose_000663,利用数据采集之书,利用数据采集之书,4,20652,0,1,1,2000,2189.60|3194.93|56.34
12403,QMT_Title_000664,QMT_Purpose_000664,医疗补助维持治安的领导者和对话,医疗补助和对话,2,3045,0,1,0,2000,2193.59|3511.96|47.21
12404,QMT_Title_000665,QMT_Purpose_000665,尼斯甚至对话,尼斯甚至对话,2,3041,0,1,0,2000,2177.63|3546.08|45.71
12405,QMT_Title_000666,QMT_Purpose_000666,拉斐尔香格里拉对话,拉斐尔香格里拉对话,2,3042,0,1,0,2000,2185.01|3547.42|45.70
12411,QMT_Title_000667,QMT_Purpose_000667,使用紧急运行命令,使用紧急运行命令,4,20723,0,1,1,2000,0
12412,QMT_Title_000668,QMT_Purpose_000668,为了移动另一个使用一个炉,为了移动另一个使用一个炉,4,20724,0,1,1,2000,0
12421,QMT_Title_000669,QMT_Purpose_000669,香格里拉拉斐尔ransel老李,拉斐尔香格里拉对话,2,3042,0,1,0,2000,2185.01|3547.42|45.70
12422,QMT_Title_000670,QMT_Purpose_000670,收集树精灵种子，以消除在森林的被污染的树精灵,收集在树精灵种子,3,20654,0,17,1,2000,2403.24|3456.94|34.84
12423,QMT_Title_000671,QMT_Purpose_000671,阿克Tran和对话ransel镇,与阿克陈对话,2,3046,0,1,0,2000,2202.70|3509.29|47.17
12431,QMT_Title_000672,QMT_Purpose_000672,被污染的树精灵进入森林的治疗,受污染的木灵援助,1,2581,0,17,0,2000,2403.24|3456.94|34.84
12432,QMT_Title_000673,QMT_Purpose_000673,在进入监狱的贝勒民援助的森林污染监护人,被污染的守护者贝勒民援助,1,2582,0,1,0,2000,2380.01|3310.68|53.96
12433,QMT_Title_000674,QMT_Purpose_000674,英国人交谈与我的条目的的森林,英国人交谈与我,2,3052,0,1,0,2000,2334.66|3359.83|45.32
12441,QMT_Title_000675,QMT_Purpose_000675,得分在一棵树上精神污染的气体进入森林，并获得了被污染的灵魂碎片,购得一块被污染的烈酒,3,20655,0,17,1,2000,2401.20|3400.88|38.63
12442,QMT_Title_000676,QMT_Purpose_000676,从气体进入森林入口处收集月球雾中花,月亮雾花集合,3,20656,0,12,1,2000,2293.10|3419.90|37.64
12443,QMT_Title_000677,QMT_Purpose_000677,在利用森林的入口,使用,4,20657,0,1,1,2000,2360.84|3341.72|48.98
12445,QMT_Title_000678,QMT_Purpose_000678,生活在古代的纪念碑恒采摘,生活中恒采摘,3,20658,0,2,1,2000,2362.40|3339.62|49.43
12446,QMT_Title_000679,QMT_Purpose_000679,布里特用我yidongseok,布里特用我yidongseok,4,20725,0,1,1,2000,0
12447,QMT_Title_000680,QMT_Purpose_000680,英国人箱在森林的入口交给我,盒交付,7,20660,0,1,1,2000,2334.66|3359.83|45.32
12451,QMT_Title_000681,QMT_Purpose_000681,布里特用我yidongseok,布里特用我yidongseok,4,20726,0,1,1,2000,2571.68|3705.14|59.69
12455,QMT_Title_000682,QMT_Purpose_000682,耗材罗恩·克拉克送到营地科西嘉,克拉克提供物资,7,20661,0,1,1,2000,2571.68|3705.14|59.69
12461,QMT_Title_000683,QMT_Purpose_000683,营援助扭曲的突击者在一块空地前,扭曲的突击者援助,1,2594,0,17,0,2000,2564.36|3770.52|76.14
12471,QMT_Title_000684,QMT_Purpose_000684,克拉克和谈话,克拉克和谈话,2,3061,0,1,0,2000,2571.68|3705.14|59.69
12472,QMT_Title_000685,QMT_Purpose_000685,矩阵对话,矩阵对话,2,3062,0,1,0,2000,2581.55|3685.20|56.37
12473,QMT_Title_000686,QMT_Purpose_000686,杀死堕落精灵的守护者，在灵坛,堕落精灵的守护者援助,1,2595,0,17,0,2000,2663.65|3921.40|78.05
12481,QMT_Title_000687,QMT_Purpose_000687,杀死堕落精灵的守护者，并收集他们的皮,守护者的皮革收集,3,20662,0,17,1,2000,2663.65|3921.40|78.05
12482,QMT_Title_000688,QMT_Purpose_000688,纯白的阿特里斯在灵坛取下皮革,阿特里斯皮革收集,3,20663,0,1,1,2000,2600.00|3992.93|84.76
12491,QMT_Title_000689,QMT_Purpose_000689,祝福收集精灵的加护,精灵祝福聚集,3,20664,0,12,1,2000,2648.85|3926.50|78.98
12501,QMT_Title_000690,QMT_Purpose_000690,断头台的牺牲者净化和伯尔尼居民遗物的回收,村民伯尔尼遗物收集,3,20665,0,17,1,2000,2668.21|3770.62|19.71
12502,QMT_Title_000691,QMT_Purpose_000691,使用火焰的座位上断头台,使用克拉克席位火焰,4,20666,0,1,1,2000,2706.46|3725.54|17.01
12511,QMT_Title_000692,QMT_Purpose_000692,从营地东边堕落的诺亚援助,堕落的诺亚援助,1,2597,0,1,0,2000,2699.18|3788.04|19.52
12512,QMT_Title_000693,QMT_Purpose_000693,香格里拉亚洲和谈话,香格里拉亚洲和谈话,2,3032,0,1,0,2000,2699.17|3688.49|17.15
12513,QMT_Title_000694,QMT_Purpose_000694,灵魂之花收集,采摘灵魂的花朵,3,20667,0,12,1,2000,2698.62|3734.74|16.96
12514,QMT_Title_000695,QMT_Purpose_000695,使用灵魂石,使用灵魂石,4,20668,0,1,1,2000,2699.48|3691.21|17.09
12521,QMT_Title_000696,QMT_Purpose_000696,营格兰特利维鼠标和对话,利维可笑的对话,2,3066,0,1,0,2000,2826.62|3766.94|6.64
12531,QMT_Title_000697,QMT_Purpose_000697,贝伊诺夫援助从森林,贝伊诺夫援助,1,2601,0,17,0,2000,2813.45|3911.33|3.92
12533,QMT_Title_000698,QMT_Purpose_000698,贝伊内于援助从森林,贝伊内于援助,1,2602,0,17,0,2000,2813.45|3911.33|3.92
12532,QMT_Title_000699,QMT_Purpose_000699,援助钢铁脚趾克里德,钢铁脚趾克里德,1,2604,0,1,0,2000,2941.71|3978.94|15.68
12541,QMT_Title_000700,QMT_Purpose_000700,贝伊诺夫皮革收集在格兰特森林,贝伊诺夫皮革收集,3,20669,0,17,1,2000,2813.45|3911.33|3.92
12543,QMT_Title_000701,QMT_Purpose_000701,收集贝伊内于尖牙在格兰特森林,贝伊内于尖牙收集,3,20670,0,17,1,2000,2813.45|3911.33|3.92
12542,QMT_Title_000702,QMT_Purpose_000702,收集贝伊诺夫心脏,贝伊诺夫心脏收集,3,20671,0,17,1,2000,2813.45|3911.33|3.92
12544,QMT_Title_000703,QMT_Purpose_000703,贝伊内俄胆收集,胆囊采集贝伊内于的,3,20672,0,17,1,2000,2813.45|3911.33|3.92
12551,QMT_Title_000704,QMT_Purpose_000704,瘦死的树格兰特森林收集,收集树枝,3,20673,0,10,1,2000,2814.19|3921.39|3.97
12552,QMT_Title_000705,QMT_Purpose_000705,从森林红牙扎卡德援助，并获得突变肉,收集突变肉,3,20674,0,1,1,2000,2989.64|3918.86|21.62
12553,QMT_Title_000706,QMT_Purpose_000706,书收集的信息在森林深处授权使用,利用数据采集之书,4,20675,0,1,1,2000,2927.29|3850.94|20.78
12571,QMT_Title_000707,QMT_Purpose_000707,受诅咒的月亮精灵援助在遗迹,受诅咒的门艾尔普援助,1,2611,0,17,0,2000,2969.74|3739.64|4.30
12573,QMT_Title_000708,QMT_Purpose_000708,从黑月亮的废墟堕落月亮精灵援助,堕落的门艾尔普援助,1,2612,0,17,0,2000,2969.74|3739.64|4.30
12572,QMT_Title_000709,QMT_Purpose_000709,援助净化黑暗浸透艾伊内雅,援助黑暗浸透艾伊内雅,1,2613,0,1,0,2000,2920.45|3805.13|4.83
12582,QMT_Title_000710,QMT_Purpose_000710,干掉那些聚集在废墟的门艾尔普，并获得精灵的血肉,月亮精灵肉收集,3,20677,0,17,1,2000,2969.74|3739.64|4.30
12584,QMT_Title_000711,QMT_Purpose_000711,使用在授权伯特·贝尔深林马力席位,使用费尔贝特魔力石,4,20679,0,1,1,2000,2927.29|3850.94|20.78
12591,QMT_Title_000712,QMT_Purpose_000712,对应的隐士村交付给罗兰,对应交付给罗兰,7,20680,0,1,1,2000,2831.15|3407.74|12.66
12592,QMT_Title_000713,QMT_Purpose_000713,使用紧急运行命令,使用紧急运行命令,4,20727,0,1,1,2000,0
12601,QMT_Title_000714,QMT_Purpose_000714,在北部城镇空地攻击血之斧部队突击兵并获得斧头,斧头回收,3,20681,0,19,1,2000,2782.08|3510.63|23.98
12603,QMT_Title_000715,QMT_Purpose_000715,在村北的空置土地征用血之斧部队狙击手的弓箭,弓箭回收,3,20682,0,19,1,2000,2782.08|3510.63|23.98
12602,QMT_Title_000716,QMT_Purpose_000716,获得敌人血之斧的粮食麻袋在驻军部队,斧头帮的粮食收集,3,20683,0,5,1,2000,2666.60|3521.36|28.79
12611,QMT_Title_000717,QMT_Purpose_000717,破坏敌人的补给货车在血之斧部队驻军,破坏补给马车,1,2628,0,3,0,2000,2705.06|3539.19|30.50
12612,QMT_Title_000718,QMT_Purpose_000718,在驻军血腥之斧武器箱的销毁,血之斧部队的武器箱摧毁,1,2627,0,3,0,2000,2666.48|3450.63|28.85
12613,QMT_Title_000719,QMT_Purpose_000719,在血之斧头驻军使用火焰石,使用火焰石,4,20716,0,1,1,2000,2723.84|3491.32|27.49
12615,QMT_Title_000720,QMT_Purpose_000720,血之斧头民警卫队召唤援助,血之斧民警卫队净化,1,350226,0,3,0,2000,2723.84|3491.32|27.49
12614,QMT_Title_000721,QMT_Purpose_000721,指挥官阵亡雷伊莎克血腥斧头守军,指挥官雷伊莎克援助,1,2624,0,1,0,2000,2602.44|3455.45|29.27
12621,QMT_Title_000722,QMT_Purpose_000722,血淋淋的斧头援助侦察在东部城镇空缺,血之斧部队侦察兵援助,1,2631,0,19,0,2000,2880.59|3379.41|18.71
12624,QMT_Title_000723,QMT_Purpose_000723,血淋淋的斧头援助侦察在东部城镇空缺,血之斧部队侦察兵援助,1,2632,0,19,0,2000,2880.59|3379.41|18.71
