TID,Type,EngTitle,EngMainScript,EngProgressScript,EngFinishScript,EngMiniBarFinish,LocalTitle,LocalMainScript,LocalProgressScript,LocalFinishScript,LocalMiniBarFinish,Area,Grade,Level,Repeat,RepeatDay,Share,StartType,StartValue,StartCinemaTID,FinishType,FinishValue,FinishCinemaTID,TimeOut,PrevQuest,NextQuest,DemandRace,DemandLowLv,DemandMaxLv,DemandWeapon,DemandWLv,GiveItem1,GiveItemCnt1,GiveItem2,GiveItemCnt2,EventTID,MissionTID,RewardTID,DropTID
13257,1,QUT_Title_000646,QUT_Main_000646,QUT_Progress_000646,QUT_Finish_000646,QUT_Mini_000646,装甲材料,现在，什么在这里现在已经得到解决的程度getgunyo仍需要返回的气息。当你想英雄的不仅于此。 / N / N将继续保佑你的光。,<TC'163：21：21'文本'鸟巢翼龙的“/>请携带在<TC'163 :: 21 21''基地翼龙'/文本>。,不过他们缺乏量很多，但非常有帮助。,在谈话中德怀特。,1105,0,42,0,0,0,1,4051,0,1,4051,0,0,13255,0,1|3,42,99,0,0,0,0,0,0,0,13258,113257,13258
13258,1,QUT_Title_000647,QUT_Main_000647,QUT_Progress_000647,QUT_Finish_000647,QUT_Mini_000647,翼龙卵蛋白和,最近还没有在山东愤怒的气息令人震惊的现象快到了报告中找到。 / N / N派出探险队来解决问题，并接触没有被正确的校友附近有报道称，到附近的行动生物的理想的损害。这是怎么回事那里，找出主要的你确定你要/ N / N？<TC'163：21：21“文本”钢铁气息校友郊区“/>在<TC'163：21：21”文本“国防结肠内森”请帮助他们，/>和对话。,<TC'163：21：21“文本”翼龙鸟巢“/>请杀死在<TC'163 :: 21 21”文本“sanmaekwa这种钢翅膀”/>。,我不会有什么能与它是能够恢复。谢谢。,迈索尔美丽和交谈。,1105,0,42,0,0,0,1,4054,0,1,4054,0,0,13261,13262,1|3,42,99,0,0,0,0,0,0,0,13259,113258,0
13259,1,QUT_Title_000648,QUT_Main_000648,QUT_Progress_000648,QUT_Finish_000648,QUT_Mini_000648,公众攻略,这是一个非常危险的境地，让杰夫他们成为暴力袭击./n / N打了所有的力量，在最后一次进攻的时间，造成了大量人员伤亡，一些遗体三名士兵还活着转向他，被遗弃./n / n不能传达消息没有遗物的士兵的家属。 <TC'163：21：21''让暴力杰夫“文/>和治疗的家伙的肚子<TC'163：21：21”文本“护卫犬标签”/>请携带。,<TC'163：21：21“文本”的决定火焰采石场“/>请寻找父亲的下落。,我希望这攻击双足飞龙的一旦你沦落至此。,珀迪和布兰森和对话。,1105,0,42,0,0,0,1,4052,0,1,4052,0,0,13255,13264,1|3,42,99,0,0,0,0,0,0,0,13260,113259,0
13260,1,QUT_Title_000649,QUT_Main_000649,QUT_Progress_000649,QUT_Finish_000649,QUT_Mini_000649,女孩祈祷,国家将不会持续很长的呼吸......还是要在这里觉得很认真的问题。 / N / N可以把它理解无法派遣志愿者。但是，这并不利于传播不会明白。我不能死束手就擒正常。 / N / N紧迫附近的地方请你把<TC'163 :: 21 21“文本”卫队的武器“/>一个？,<TC'163：21：21“文本”山营商“/>的女儿<TC'163：21：21”文本“的小商贩reumi”/>请带我去。,有没有人在那里？请帮帮我！,浏览元达夫的下落。,1105,0,42,0,0,0,1,4054,0,1,4055,0,0,13253,0,1|3,42,99,0,0,0,0,0,0,0,13261,113260,0
13261,1,QUT_Title_000650,QUT_Main_000650,QUT_Progress_000650,QUT_Finish_000650,QUT_Mini_000650,照他的女儿,是杰夫的攻击时，他们已经杀死了所有打了所有的力量，过多的人员伤亡的士兵。 / N / N itjiyo在我的朋友们也被它包括了菲利普。我是有史以来在脑海中涌入是在前线战斗，不是因为。让我们继续前进找不到ohdeon从背后杰夫推我处于危险的时刻菲利普能活在风袭击。但他抛弃了菲利普吃掉......活着。 / N / N请帮助菲利普的家人给他的纪念<TC'163：21：21“文本”大胃王woopin“/>治疗后<TC'163：21：21”文本“菲利普足迹” />这似乎给我带来的表面。,<TC'163：21：21“文本”</文163 :: 21 21''翼龙的翅膀“飞龙的”鸟巢/>请在TC>带来的“。,谢谢你......真的谢谢你......,迈索尔美丽和交谈。,1105,0,42,0,0,0,1,4055,0,1,4054,0,0,13260,0,1|3,42,99,0,0,0,0,0,0,0,13262,113261,0
13262,1,QUT_Title_000651,QUT_Main_000651,QUT_Progress_000651,QUT_Finish_000651,QUT_Mini_000651,挑战！烤翅,注意：如果你周围的主要./n的性质杰夫集体行动/ n是在治疗杰夫咱们的主要威胁附近被大大降低。请让杰夫的头上得分<TC'163 :: 21 21“文本”大胃王woopin“/>。,<TC'163：21：21'文本'鸟巢翼龙的“/>在<TC'163：21：21”文本“这个年轻的sanmaekwa”/>感谢您的援助。,父亲，thank'll是非常好的。,迈索尔美丽和交谈。,1105,0,42,0,0,0,1,4054,0,1,4054,0,0,13259,0,1|3,42,99,0,0,0,0,0,0,0,13263,113262,13263
13263,1,QUT_Title_000652,QUT_Main_000652,QUT_Progress_000652,QUT_Finish_000652,QUT_Mini_000652,防止增长,现在，我们找到了一个稳定的东大门北侧仍是不稳定和危险的条件./n / N请从北方威胁的进攻，杰夫说，现在仍然如此。如果这种威胁消失了，完全itgetjiyo可以成为稳定的./n / N确保北方安全<TC'163：21：21“文本”生气却杰夫“/>请杀死。,<TC'163：21：21'文本'鸟巢翼龙的“/>在<TC'163：21：21”文本“血腥的大翅膀生死谍变”/>请杀死。,这是一个有点少getgunyo飞龙。,珀迪和布兰森和对话。,1105,0,42,0,0,0,1,4052,0,1,4052,0,0,13259,0,1|3,42,99,0,0,0,0,0,0,0,13264,113263,0
13264,1,QUT_Title_000653,QUT_Main_000653,QUT_Progress_000653,QUT_Finish_000653,QUT_Mini_000653,血淋淋的翅膀的恐惧,我发现附近巡逻时该男子昏迷不醒。这个名字是一个朋友，谁在叫中山公园研究所./n / N要了解发生了什么事必须恢复精神北方工作。是杰夫已经消化食用时果实只是一个银弹这一点。你能不能把它/ N / N不要杀害杰夫·之后？<TC'163：21：21“文本”马林果消化“/>要请携带。,<TC'163：21：21“文本”方便bochungbyeong兵营“/>在<TC'163：21：21”文本“的文章贝雷帽湖”/>请这个消息告诉了精神。,援助才得以打破头飞龙的势头。谢谢。,珀迪和布兰森和对话。,1105,0,42,0,0,0,1,4052,0,1,4052,0,0,13259,0,1|3,42,99,0,0,0,0,0,0,0,13265,113264,0
13265,1,QUT_Title_000654,QUT_Main_000654,QUT_Progress_000654,QUT_Finish_000654,QUT_Mini_000654,交付支票的背后,治疗美联储森公园已经完成。匆忙制成，但疗效并不清楚。 / N / N <TC'163：21：21'文本'马林浓缩“/>的<TC'163：21：21”文本“炼金术士帕尔线”/>请携带。,当我们都在这里的北部。其中，<TC'163：21：21“文本”侦察兵哈维“/>请查收。,他们发现这种嵌合体研究的痕迹？因此，事情正在寻找doeneungunyo描述在这里。,对话和贝雷帽湖。,1105,0,43,0,0,0,1,4053,0,1,4061,0,0,552,0,1|3,43,99,0,0,0,0,0,0,0,13266,113265,0
13301,1,QUT_Title_000655,QUT_Main_000655,QUT_Progress_000655,QUT_Finish_000655,QUT_Mini_000655,找到一个业余爱好,EW ......你有没有钉袋时，他找到我的？其内容不会丢失，是在。 / N / N，该报告研究了发生在最近几年能在山上找到这种现象的原因。我失去了攻击下仓促出逃，让钢呼吸杰夫ohdeon的精神，现在醒了......这是...... / N / N可能是让杰夫有一个大包。在<TC'163 :: 21 21“文本”满肚子turum“/>堂后，请重新获得。这将交付刚刚还在呼吸。,<TC'163：21：21'文字'安全链是“/>请杀死。,呃......来了... ..请帮助。,谈话与哈维。,1105,0,43,0,0,0,1,4061,0,1,4063,0,0,0,0,1|3,43,99,0,0,0,0,0,0,0,13301,113301,0
13302,1,QUT_Title_000656,QUT_Main_000656,QUT_Progress_000656,QUT_Finish_000656,QUT_Mini_000656,解决问题的情况下，,最近我听到一个故事jyeotdaneun没有一个报告，说明为什么他们成为附近暴力的动物。这是一个大问题。 / N / N，需要一个人，要求对研究所的一份报告，在这里定居不能离开办公桌就不会结束。 $的GetName（）能否请你帮为您提供的书吗？ / N / N <TC'163：21：21“文本”山地质调查局“/>要在<TC'163 :: 21 21”文本“炼金术士手柄按钮”/>请告诉我有关的报告。,<TC'163：21：21'文字'安全链是“/>经过治疗<TC'163：21：21”文本“手铐钥匙”/>请得到。,（...）,对话和贝雷帽湖。,1105,0,43,0,0,0,1,4063,0,1,4063,0,0,0,0,1|3,43,99,0,0,0,0,0,0,0,13302,113302,0
13303,1,QUT_Title_000657,QUT_Main_000657,QUT_Progress_000657,QUT_Finish_000657,QUT_Mini_000657,囚犯哈维,我听到这个消息，以确保报告。如果负载有望通过对钢材的气息./n / n这个报告获得通过，钢铁doegetjiyo呼吸甚至不知道情况的严重性。同时，这附近几乎成了稳定。里面的山，但威胁并没有消失。我发出了警告，给予该命令撤离负载，情况难怪接触。 / N / N朝风商贸邮报谷的南部<TC'163：21：21“文本”卫士焦油母鸡“/>找到您联系，请找出以及发生。,（<TC'163：21：21“文本”的文章贝雷帽湖“/>到jeonhaja哈维的死，和这里的情况。）,（...）,谈话与哈维。,1105,0,43,0,0,0,1,4063,0,1,4063,0,0,13301,0,1|3,43,99,0,0,0,0,0,0,0,13303,113303,13303
13304,1,QUT_Title_000658,QUT_Main_000658,QUT_Progress_000658,QUT_Finish_000658,QUT_Mini_000658,哈维之死,皮卡德是我的未婚夫的......学会OT螺旋经过调查他不回来需要更多的数据./n出场/ n分钟，貌似有人告诉我，他是一个危险的地方去，我不能打破固执......但警卫的身份，一个炼金术士那是目的的，因为它是一个真正有意义的... / N / N实验室在附近的树林里<TC'163：21：21“文本”卫士皮卡德“/>请查收。,Bochungbyeong是这个地方的北部，该收割机。在监狱门前<TC'163：21：21“文本”救市火炬“/>谢谢您的使用。,哈维将出席...杀...,对话和贝雷帽湖。,1105,0,43,0,0,0,1,4063,0,1,4061,0,0,13303,0,1|3,43,99,0,0,0,0,0,0,0,13304,113304,0
13305,1,QUT_Title_000659,QUT_Main_000659,QUT_Progress_000659,QUT_Finish_000659,QUT_Mini_000659,当你准备好了。,我自称'美国探险家，商人牛擦洗了不少新口味世界./n / n是我来到这里是的原因，因为它说让汤烧开与亚速海的蓝色参加美食佳肴啊老师写的书。但是...我无法得到肉，当你来到这里......怎么突然猛烈终止出席马？/ N / N比我更会来这里只是为了吃。 <TC'163：21：21“文本”蓝色杰夫·让'/>和治疗<TC'163：21：21“文本”让蓝色杰夫肉“/>请得到。谢谢。,<TC'163：21：21“文本”卫士贝雷帽结肠诺克斯“/>治疗后，请携带<TC'163 :: 21 21”文本“大马力席”/>。,它iteot可以拯救犯人的感谢。谢谢。,对话和贝雷帽湖。,1105,0,43,0,0,0,1,4061,0,1,4061,0,0,561,13308,1|3,43,99,0,0,20945,1,0,0,0,13305,113305,0
13306,1,QUT_Title_000660,QUT_Main_000660,QUT_Progress_000660,QUT_Finish_000660,QUT_Mini_000660,材料炸弹,皮卡德报告缺少参加......现在不写在研究所的报告。 / N / N应补充报告的内容，他说，他自己创建的，他走出研究所。这就是所谓的森公园目前的数据没有采取任何额外的来源。皮卡德不会重新创建自己，什么情况不能被重写。一旦你会发现，可用于创建材料。一个星期的同时，你要问？ / N / N这是一个警察的实验室进攻亚速让一个危险的境地。围绕<TC'163：21：21“文本”蓝色杰夫是“/>请杀死。,<TC'163：21：21“文本”在体内的囚犯区“/>请杀死在<TC'163 :: 21 21”文本“链卫士获得'/>一个。,基希贝格有一个神奇的石头，请稍候。,它被称为具有一个会话。,1105,0,43,0,0,0,1,4062,0,1,4062,0,0,13305,562,1|3,43,99,0,0,0,0,0,0,0,13306,113306,13306
13307,1,QUT_Title_000661,QUT_Main_000661,QUT_Progress_000661,QUT_Finish_000661,QUT_Mini_000661,扩展势力泽西岛,（尸体已被大大受损，让它似乎被攻击杰夫新闻和一起发现了一个袋子皮卡德的。<TC'163：21：21“文本”的皮卡德纪念“/>和<TC'163：21 ：21'文本'欧塞尔雷恩炼金术士“/>亚军通过）。,<TC'163：21：21“文本”部分体内囚犯“/>在<TC'163：21：21”文本“卫士贝雷帽结肠诺克斯”/>请杀死。,这使我想到，如果威胁已经一去不复返了。,对话和贝雷帽湖。,1105,0,43,0,0,0,1,4061,0,1,4061,0,0,13305,0,1|3,43,99,0,0,0,0,0,0,0,13307,113307,0
13308,1,QUT_Title_000662,QUT_Main_000662,QUT_Progress_000662,QUT_Finish_000662,QUT_Mini_000662,让 - 马力保护,我会说这...去，因为他的梦想是要说服他的出现仍然闪烁的微光在我的眼前... / N / N谢谢你收拾东西......但是......难道你见过项链是吗？皮卡德和我在一起，给了项链作为订婚信物。这是伟大的，但有价值的东西。你找我？ / N / N，他正在调查附近??最大让利杰夫。 GNOME显然是要吃吞噬。 <TC'163：21：21'文本'侵略性neokeu“/>处理后请携带项链。,<TC'163：21：21“文本”土地顶尖的研究阵营“/>请查询与负载的下落。 <TC'163：21：21“文本”乔治卫士“/>如果你不知了去向。,现在，我想你刚才治疗的残敌。谢谢。,对话和贝雷帽湖。,1105,0,43,0,0,0,1,4061,0,1,4061,0,0,13305,0,1|3,43,99,0,0,0,0,0,0,0,13308,113308,0
13309,1,QUT_Title_000663,QUT_Main_000663,QUT_Progress_000663,QUT_Finish_000663,QUT_Mini_000663,触角的下落？,皮卡德已经死了......这......他是一个大问题，如果你需要从头研究。 / N / N材料的总结并没有结束呢，但绝对不与你的意思，而不是一个充满希望的局面。但是，让我们来看看左边，所以数据还没有被清理。这将同时butakhaedo多个皮卡德？ / N / N我的朋友和他的弟子。很清楚最大的努力调查亚速海无疑是一个bongbyeon。 <TC'163：21：21'文本'侵略性neokeu“/>谢谢你对他的复仇的帮助。,<TC'163：21：21“文本”破碎的大地之塔“/>近<TC'163：21：21'文本'失败脂质探测器”/>请携带。探头在整个南部地区蔓延。,我的名字是乔治。你有什么事？,谈话豪尔赫。,1105,0,43,0,0,0,1,4061,0,1,4072,0,0,13308,0,1|3,43,99,0,0,0,0,0,0,0,13309,113309,0
13351,1,QUT_Title_000664,QUT_Main_000664,QUT_Progress_000664,QUT_Finish_000664,QUT_Mini_000664,地质探头恢复,但也发现文物有他的报复，他无法不相信现实是... / N / n'm骂他，让他反感和Geoff是seureopgido。在前面我希望不要再看到。如果不是......我......我觉得我发疯了......请...... / N / N接近<TC'163：21：21“文本”做红色斑点杰夫“/>请杀死所有这些诅咒的生物。,<TC'163：21：21“文本”破碎的大地之塔“/>请杀死附近的<TC'163 :: 21 21”文本“不稳定负荷恶棍”/>。,所述探针也可以是geonjil故障或有用的数据。,九德斯坦和对话。,1105,0,43,0,0,0,1,4071,0,1,4071,0,0,0,0,1|3,43,99,0,0,0,0,0,0,0,13351,113351,0
13352,1,QUT_Title_000665,QUT_Main_000665,QUT_Progress_000665,QUT_Finish_000665,QUT_Mini_000665,杀死敌人不稳定,天啊！要查看重现的味道来自于书，但这个味道在书中描述的诞生！ / N / N太...这是因为二氧化硅？事实上，这本书已被写入，使得热源马林靴子是必不可少的。但ahnindeda这一点危险的人主要是吃到现在，我找不到。如果无法重现的味道itgetjiyo ./n / N在附近的<TC'163：21：21'文本'马林果“/>你能带来什么？我们会来的情况。,<TC'163：21：21“文本”破碎的大地之塔“/>接近得分，请<TC'163 :: 21 21”文本“稳定的负载恶棍”/>。,但请给我一个加载的恶棍仍是攻击力不减。,谈话豪尔赫。,1105,0,43,0,0,0,1,4072,0,1,4072,0,0,0,13353,1|3,43,99,0,0,0,0,0,0,0,13352,113352,0
13353,1,QUT_Title_000666,QUT_Main_000666,QUT_Progress_000666,QUT_Finish_000666,QUT_Mini_000666,杀死敌人完成,进口材料坚决不看在自然状态下的真菌生物。来分析的成分这是1种席位马力。 / N / N doeneungunyo现在明白了。在有些情况下这种变化带来的。但...这是关系到嵌合体的禁令不知疲倦的调查研究，我不知道是谁将来有这些天。要了解更多的细节，它需要大马力将不得不休息要快，如果杰夫主要出现在附近。 / N / N，但将难以太快赶上。你希望能够赶上载人救援诱饵？ <TC'163：21：21“文本”的地块小商贩“/>请询问是否它是有用的种子。,<TC'163：21：21“文本”破碎的大地之塔“/>近<TC'163：21：21”文本“奥马尔炼金术士”/>请找到下落。,线的数目，以便eoteuni似乎能够安全地安装探头。,谈话豪尔赫。,1105,0,43,0,0,0,1,4072,0,1,4072,0,0,13352,13357,1|3,43,99,0,0,0,0,0,0,0,13353,113353,0
13354,1,QUT_Title_000667,QUT_Main_000667,QUT_Progress_000667,QUT_Finish_000667,QUT_Mini_000667,寻找奥马尔,是的Zope仍然需要诱饵诱使WO？我创建感谢帮助我给源过程中，以帮助鞭子。 / N / N-方源在此创建的其他<TC'163：21：21“文本”马林果袋“/>高兴。把以<TC'163：21 21'手柄上的炼金术士“/文本”按钮>。,<TC'163：21：21“文本”顶尖的研究阵营之乡“/>在<TC'163：21：21”文本“炼金术师9德斯坦”/>前请为我的消息。,你是谁？你找我？,谈话与奥马尔。,1105,0,43,0,0,0,1,4071,0,1,4074,0,0,13351,0,1|3,43,99,0,0,0,0,0,0,0,13354,113354,0
13355,1,QUT_Title_000668,QUT_Main_000668,QUT_Progress_000668,QUT_Finish_000668,QUT_Mini_000668,修理交付方法,火山晶体的组合物中三个实验马力已被发现。奇美拉实验和火山决定耻辱... / N / N火山决定是多才多艺，很多无用的东西有限的分布。禁止使用的嵌合体生产的doedani ......通常不是个东西。但要了解更多信息，在这里，现在它似乎做./n / N写了一份报告的事情<TC'163：21：21“文本”炼金术士帕尔线“/>请期待。我将这个地方清理，尽快跟进。,<TC'163：21：21“文本”水文地质探测“/>请使用坛。,奥马尔的选择，能看到的东西只是因为我是一个烂摊子....我会尽量找到一个。,九德斯坦和对话。,1105,0,43,0,0,0,1,4074,0,1,4071,0,0,13354,0,1|3,43,99,0,0,0,0,0,0,0,13355,113355,0
